image;height;width;type;original_dataset;scenario;airport;runway;time_to_landing;weather;night;time;lat;lon;alt;yaw;pitch;roll;slant_distance;along_track_distance;height_above_runway;lateral_path_angle;vertical_path_angle;watermark_height;runway_in_cone;x_TR;y_TR;x_TL;y_TL;x_BL;y_BL;x_BR;y_BR
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_32_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/08/2020 11:00;46.284281;6.178373;757.276052;-142.078544;81.891981;1.345749;2.957824;2.950883;1119.51;-1.0519;3.611562;0;IN_ODD;639;415;634;415;638;439;646;439
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_33_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/05/2020 13:00;46.285167;6.172473;725.449933;-144.598086;85.497911;6.174007;2.823396;2.813079;1015.093596;3.175196;3.433685;0;IN_ODD;636;458;630;459;610;484;619;483
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_34_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/04/2020 11:00;46.282743;6.175928;690.618361;-126.47018;89.300186;10.415298;2.818632;2.813755;900.81678;-0.986667;3.076565;0;IN_ODD;401;548;396;549;404;568;412;567
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_35_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/08/2020 14:00;46.283402;6.173357;692.329277;-134.231082;86.175236;3.017041;2.770475;2.765145;906.430021;1.135151;3.141424;0;IN_ODD;496;480;491;480;483;502;491;501
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_36_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/08/2020 14:00;46.283591;6.17062;692.11883;-131.751689;85.28813;-0.236195;2.700739;2.691891;905.739579;3.038206;3.209959;0;IN_ODD;443;465;437;465;415;487;424;487
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_37_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/07/2020 10:00;46.280459;6.1703;711.325741;-137.402694;85.006081;1.902219;2.556357;2.550578;968.754381;0.41314;3.586253;0;IN_ODD;553;463;547;463;542;489;552;488
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_38_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/06/2020 11:00;46.279957;6.170286;682.759847;-127.736029;87.292836;-1.594509;2.533833;2.529107;875.034252;-0.059395;3.286037;0;IN_ODD;409;494;403;494;400;517;410;518
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_39_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/05/2020 13:00;46.280372;6.168269;635.087643;-127.397713;88.210199;-5.89274;2.491385;2.486801;718.629381;1.70501;2.778806;0;IN_ODD;388;493;383;493;366;512;376;513
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_40_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/04/2020 16:00;46.27775;6.167845;637.038361;-133.351512;87.785348;1.687787;2.367515;2.36389;725.029375;-0.620686;2.92671;0;IN_ODD;500;501;494;501;496;522;506;522
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_41_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/08/2020 14:00;46.276284;6.167098;655.103248;-137.24411;87.420229;0.223987;2.285052;2.280001;784.297377;-1.668367;3.24557;0;IN_ODD;569;497;564;497;572;522;583;522
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_42_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/04/2020 12:00;46.274678;6.16305;663.360596;-144.593465;82.054551;2.424967;2.097171;2.092297;811.388417;-0.45677;3.608814;0;IN_ODD;672;409;665;410;666;439;677;439
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_43_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/04/2020 11:00;46.272782;6.162366;587.724147;-132.796248;84.643761;-0.724383;1.996327;1.992403;563.237326;-2.233524;2.681348;0;IN_ODD;505;448;499;447;512;470;524;470
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_44_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/08/2020 14:00;46.271675;6.159291;569.244727;-138.4602;86.163708;0.295744;1.857074;1.854601;502.609307;-1.083861;2.566606;0;IN_ODD;583;469;576;469;581;491;594;491
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_45_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/08/2020 16:00;46.270979;6.157431;581.872995;-136.83719;80.262967;5.753331;1.772715;1.770046;544.040636;-0.338571;2.869928;0;IN_ODD;539;376;533;377;533;402;547;401
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_46_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/06/2020 12:00;46.270714;6.15476;579.452366;-132.124219;86.510933;-0.621176;1.683391;1.67963;536.098937;1.920944;2.956781;0;IN_ODD;463;477;457;477;436;503;450;503
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_47_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/07/2020 16:00;46.270421;6.153928;621.604655;-130.714332;83.822675;-5.231584;1.648289;1.642514;674.393854;2.374996;3.730326;0;IN_ODD;444;435;438;434;410;467;425;468
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_48_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/06/2020 14:00;46.267988;6.155402;586.870907;-128.37846;86.705308;5.156801;1.58888;1.583989;560.437983;-2.851811;3.23396;0;IN_ODD;436;488;429;489;451;518;466;516
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_49_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/04/2020 12:00;46.268595;6.154573;557.730288;-133.885785;82.522294;2.670601;1.587376;1.584989;464.832274;-1.037882;2.721337;0;IN_ODD;507;413;500;413;505;439;520;438
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_50_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/08/2020 12:00;46.265574;6.150585;595.894527;-129.199851;85.298189;-0.360442;1.343879;1.339393;590.043039;-1.760177;3.906556;0;IN_ODD;443;462;436;462;446;503;464;503
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_51_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/08/2020 10:00;46.264898;6.148265;554.70923;-134.399748;85.080339;-6.924453;1.244772;1.242192;454.920669;-0.101112;3.258684;0;IN_ODD;520;455;513;454;503;487;522;490
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_52_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/04/2020 10:00;46.265232;6.14694;579.632214;-136.874691;85.086206;5.393618;1.221581;1.216837;536.688991;2.390323;3.867319;0;IN_ODD;532;456;524;457;498;501;518;499
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_53_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/08/2020 15:00;46.258342;6.138458;491.561211;-133.783293;85.250547;-2.47716;0.676798;0.675365;247.74212;0.389286;2.972246;0;IN_ODD;505;449;496;448;475;490;511;491
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_54_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/06/2020 12:00;46.258177;6.138452;479.245476;-131.368958;89.552889;2.896818;0.669271;0.668251;207.336163;-0.194181;2.539184;0;IN_ODD;468;516;458;516;448;553;484;551
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_55_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/05/2020 15:00;46.256858;6.135435;471.43789;-139.343538;87.738308;0.044058;0.525063;0.523181;181.720724;3.241708;2.67034;0;IN_ODD;580;484;570;484;511;527;557;527
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_56_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/07/2020 10:00;46.255489;6.13445;484.426877;-132.360645;87.118666;-5.694434;0.438054;0.436335;224.335512;-0.001305;3.689787;0;IN_ODD;486;475;476;474;446;536;501;541
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_57_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/04/2020 12:00;46.254762;6.133562;475.142075;-137.255475;86.618702;-3.304189;0.38089;0.379389;193.873564;-0.771649;3.523787;0;IN_ODD;563;471;553;471;531;535;594;539
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_58_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/08/2020 12:00;46.25331;6.131421;461.980885;-136.593464;88.055575;0.600188;0.256099;0.254758;150.693804;-1.007137;3.529674;0;IN_ODD;550;488;539;488;511;567;605;567
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_59_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/04/2020 16:00;46.253037;6.131164;453.764405;-128.516338;85.905547;-0.096255;0.236771;0.235666;123.736847;-2.089975;3.052826;0;IN_ODD;427;453;416;453;398;525;499;524
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_000_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/06/2020 14:00;47.520584;8.501618;716.299363;155.897074;83.395889;-2.785422;3.039544;3.032933;960.525758;2.493206;2.810889;0;IN_ODD;480;437;475;437;459;453;468;453
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_001_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/05/2020 14:00;47.519544;8.499612;769.797519;146.960347;87.972556;4.380812;3.025;3.010905;1136.044648;4.412825;3.343622;0;IN_EXTENDED_ODD;597;509;591;509;567;531;575;530
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_002_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/08/2020 16:00;47.519554;8.508767;643.614553;154.110562;86.014202;-6.526478;2.858429;2.853764;722.058526;-2.118097;2.236281;0;IN_ODD;554;477;548;477;558;492;567;493
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_003_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/07/2020 13:00;47.517826;8.509656;741.108457;160.532995;86.786362;5.53782;2.751694;2.744515;1041.920426;-1.975484;3.354692;0;IN_ODD;447;502;441;503;454;523;464;522
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_004_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/06/2020 15:00;47.517233;8.508797;635.837745;155.18882;84.762291;3.058099;2.729934;2.727008;696.544063;-1.007724;2.253028;0;IN_ODD;519;453;513;453;519;467;528;467
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_005_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/08/2020 13:00;47.516579;8.506981;689.630498;152.253415;84.147313;-3.80464;2.726634;2.722741;873.02948;0.748251;2.831685;0;IN_ODD;555;452;549;452;542;470;552;470
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_006_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/05/2020 13:00;47.516657;8.507814;684.696547;149.176048;86.518632;-7.748077;2.716259;2.712637;856.841976;0.060119;2.788971;0;IN_ODD;608;499;602;498;598;516;608;517
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_007_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/07/2020 14:00;47.515041;8.510282;637.253389;150.462078;85.901934;4.633815;2.58532;2.582216;701.188565;-1.050472;2.388486;0;IN_ODD;592;465;586;466;593;481;603;480
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_008_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/08/2020 10:00;47.514709;8.509725;696.512932;163.600887;84.028719;0.803209;2.578045;2.573753;895.609644;-0.40936;3.064148;0;IN_ODD;384;451;378;452;380;472;390;472
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_009_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/06/2020 13:00;47.512884;8.511505;693.004886;161.567735;85.188139;-0.009679;2.448543;2.443863;884.100307;-0.888283;3.175566;0;IN_ODD;421;468;415;468;420;490;431;490
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_010_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/07/2020 12:00;47.511658;8.509209;692.407922;142.558106;85.956006;1.989899;2.422089;2.416719;882.141763;1.843912;3.200811;0;IN_ODD;693;474;686;474;673;497;684;497
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_011_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/07/2020 10:00;47.510607;8.508671;660.219937;148.955563;84.102493;2.06654;2.375172;2.368825;776.538135;3.001925;2.867633;0;IN_ODD;580;445;574;446;553;466;564;466
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_012_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/06/2020 15:00;47.507725;8.516423;641.726314;159.234884;87.468613;-0.561203;2.084;2.078567;715.863516;-2.450072;2.987534;0;IN_ODD;471;499;464;499;479;522;492;522
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_013_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/06/2020 15:00;47.506463;8.517812;633.631125;160.706359;84.158924;-1.879259;1.992467;1.986037;689.304497;-3.120815;2.999131;0;IN_ODD;455;446;448;446;468;470;481;471
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_014_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/04/2020 13:00;47.504751;8.515365;617.645069;148.296326;84.34022;0.19615;1.93799;1.935079;636.856804;0.748783;2.840949;0;IN_ODD;614;449;607;449;599;472;612;472
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_015_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/04/2020 16:00;47.501748;8.515176;620.080924;153.702736;84.7327;-0.211428;1.781176;1.775022;644.848454;3.487467;3.110522;0;IN_ODD;509;457;501;457;472;483;487;483
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_015_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;14;;;;01/04/2020 16:00;47.501748;8.515176;620.080924;153.702736;84.7327;-0.211428;1.460171;1.445372;646.878324;-6.817849;3.766615;0;IN_EXTENDED_ODD;307;460;298;460;354;495;374;495
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_016_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/05/2020 16:00;47.500671;8.51823;584.45572;161.059838;89.552747;0.250331;1.666142;1.6638;527.967862;0.781668;2.704244;0;IN_ODD;416;528;408;528;399;552;415;552
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_017_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/06/2020 15:00;47.499135;8.51805;613.764799;150.421698;82.504575;-11.047503;1.588001;1.583409;624.126258;2.465508;3.344081;0;IN_ODD;585;435;577;434;548;459;565;462
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_017_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;14;;;;01/06/2020 15:00;47.499135;8.51805;613.764799;150.421698;82.504575;-11.047503;1.264876;1.250841;626.156128;-6.95868;4.144954;0;IN_EXTENDED_ODD;376;398;366;397;417;449;438;453
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_018_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/04/2020 11:00;47.498832;8.519945;570.904258;158.320312;86.017703;-2.24082;1.536301;1.534263;483.507682;0.221256;2.665482;0;IN_ODD;465;470;457;469;450;494;468;494
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_019_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/06/2020 16:00;47.495858;8.519846;595.081298;162.864145;88.247498;5.500149;1.379708;1.374225;562.828682;3.528823;3.4234;0;IN_ODD;370;525;361;526;329;563;349;561
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_019_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;14;;;;01/06/2020 16:00;47.495858;8.519846;595.081298;162.864145;88.247498;5.500149;1.063722;1.056845;564.858552;-3.965255;4.34917;0;IN_EXTENDED_ODD;124;554;112;556;155;603;185;599
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_020_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/05/2020 10:00;47.490161;8.527743;497.410412;151.801432;83.381713;13.461456;0.93147;0.928348;242.386131;-3.8657;2.071587;0;IN_EXTENDED_ODD;565;407;555;409;591;426;619;420
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_020_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;14;;;;01/05/2020 10:00;47.490161;8.527743;497.410412;151.801432;83.381713;13.461456;0.594433;0.587602;244.416001;-7.587187;3.048892;0;IN_EXTENDED_ODD;304;472;292;475;376;501;422;489
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_021_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/08/2020 14:00;47.488729;8.525643;507.075176;158.146734;86.316306;6.665284;0.889086;0.886617;274.094678;3.291476;2.438989;0;IN_ODD;446;477;436;478;398;513;427;509
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_021_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;14;;;;01/08/2020 14:00;47.488729;8.525643;507.075176;158.146734;86.316306;6.665284;0.585773;0.582575;276.124548;4.20614;3.478573;0;IN_EXTENDED_ODD;159;514;145;516;76;582;134;574
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_022_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/07/2020 11:00;47.486236;8.528445;489.151327;155.317236;88.574413;-0.076395;0.703667;0.70273;215.289394;0.860447;2.324425;0;IN_ODD;508;502;498;502;476;534;514;534
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_022_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;14;;;;01/07/2020 11:00;47.486236;8.528445;489.151327;155.317236;88.574413;-0.076395;0.40122;0.395265;217.319265;8.661857;3.637306;0;IN_EXTENDED_ODD;201;505;186;505;25;579;111;576
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_024_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/05/2020 13:00;47.484786;8.52864;483.478963;151.718468;88.218595;-1.318897;0.622526;0.620506;196.679277;3.688499;2.34342;0;IN_ODD;553;497;542;497;485;529;528;531
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_025_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/06/2020 14:00;47.484223;8.530071;485.402832;153.742984;85.966216;-6.964573;0.56625;0.565274;202.991182;0.140355;2.606561;0;IN_ODD;542;465;531;464;509;501;555;507
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_026_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/05/2020 14:00;47.482921;8.53097;476.466605;158.868033;82.438896;-1.486401;0.479818;0.478974;173.672854;0.134184;2.529327;0;IN_ODD;459;404;447;404;425;445;480;446
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_027_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/05/2020 11:00;47.480451;8.532929;465.390413;153.717356;85.785781;6.9111;0.311825;0.310865;137.33364;-1.617221;2.709019;0;IN_ODD;534;453;522;455;516;510;600;500
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_028_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/05/2020 11:00;47.478729;8.534043;455.122409;156.850221;83.358723;-1.355345;0.198857;0.198008;103.645959;-1.855328;2.682565;0;IN_ODD;494;416;481;416;448;484;580;486
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_029_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;16;;;;01/08/2020 13:00;47.478085;8.534385;448.97496;155.951735;84.925373;2.08996;0.157735;0.157108;83.477162;-1.016208;2.435875;0;IN_ODD;502;440;488;440;431;513;597;507
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_030_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;34;;;;01/04/2020 15:00;47.400511;8.580343;697.282589;-23.892252;87.156738;-2.185871;3.120594;3.105284;901.457572;-4.851177;2.606323;0;IN_EXTENDED_ODD;547;496;541;496;567;512;575;512
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_031_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;34;;;;01/06/2020 11:00;47.404294;8.59176;702.170433;-31.656943;86.300092;8.672241;3.109714;3.096121;917.493807;4.69267;2.660218;0;IN_EXTENDED_ODD;567;473;561;474;537;493;545;492
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_032_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;34;;;;01/08/2020 15:00;47.403578;8.587703;755.775014;-28.260848;85.778627;-6.255081;3.071522;3.065159;1093.361858;1.60861;3.204614;0;IN_ODD;553;484;548;483;536;501;544;502
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_033_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;34;;;;01/08/2020 16:00;47.402766;8.583361;716.174329;-26.551053;87.876323;-4.220351;3.040445;3.03456;963.438347;-1.793205;2.853078;0;IN_ODD;557;511;551;511;559;529;568;529
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_034_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;34;;;;01/04/2020 15:00;47.405993;8.587551;743.617514;-31.624685;86.144757;-0.51756;2.939457;2.931172;1053.475046;2.762206;3.218961;0;IN_ODD;591;485;586;485;568;505;577;505
images/flsim/LSZH/LSZH-34-16-32-14-28-10__10-smpl__10h36_035_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSZH-34-16-32-14-28-10__10-smpl__10h36;LSZH;34;;;;01/04/2020 15:00;47.40737;8.586874;720.292559;-26.505126;89.343794;6.755877;2.852851;2.844569;976.949602;3.042313;3.071409;0;IN_ODD;512;532;506;533;490;554;499;553
